Date of Flight,Airline Identifier,Flight No.,Origin,Destination,DEP_DELAY,ARR_DELAY,Date of Flight_month,Date of Flight_weekday
01/01/2009,WN,45,ABQ,DAL,1.2333333333333334,1.1333333333333333,1,Thursday
01/01/2009,WN,3190,ABQ,LAX,1.5,1.25,1,Thursday
01/01/2009,WN,413,ABQ,MAF,1.35,1.2833333333333334,1,Thursday
01/01/2009,WN,109,BHM,BNA,1.1166666666666667,1.0333333333333334,1,Thursday
01/01/2009,WN,109,BNA,OAK,1.1333333333333333,1.4333333333333331,1,Thursday
01/01/2009,WN,2021,BUR,LAS,1.9166666666666667,1.7833333333333334,1,Thursday
01/01/2009,WN,165,BWI,HOU,1.4166666666666667,1.2166666666666666,1,Thursday
01/01/2009,WN,24,BWI,TPA,1.8333333333333333,1.5833333333333333,1,Thursday
01/01/2009,WN,3190,DAL,ABQ,1.5166666666666666,1.4,1,Thursday
01/01/2009,WN,109,DAL,BHM,1.5,1.3166666666666669,1,Thursday
01/01/2009,WN,82,DEN,AMA,1.85,1.7666666666666666,1,Thursday
01/01/2009,WN,1394,DEN,MCI,1.25,1.05,1,Thursday
01/01/2009,WN,2021,DEN,MCI,1.6333333333333333,1.2833333333333334,1,Thursday
01/01/2009,WN,2509,DEN,RDU,1.3833333333333333,1.5166666666666666,1,Thursday
01/01/2009,WN,1320,DEN,SFO,2.183333333333333,1.9,1,Thursday
01/01/2009,WN,24,DTW,BWI,2.1,1.933333333333333,1,Thursday
01/01/2009,WN,1394,GEG,SEA,0.4,1.3666666666666667,1,Thursday
01/01/2009,WN,165,ISP,BWI,1.3166666666666669,1.2666666666666666,1,Thursday
01/01/2009,WN,2021,LAS,DEN,1.7,1.3833333333333333,1,Thursday
01/01/2009,WN,3206,LAS,IAD,1.8333333333333333,2.033333333333333,1,Thursday
01/01/2009,WN,333,LAS,OAK,1.2333333333333334,1.4166666666666667,1,Thursday
01/01/2009,WN,512,LAS,SFO,2.5,2.15,1,Thursday
01/01/2009,WN,1394,LAX,DEN,1.25,1.25,1,Thursday
01/01/2009,WN,1941,LAX,PHX,1.3166666666666669,1.2,1,Thursday
01/01/2009,WN,2021,MCI,IND,1.1333333333333333,1.0333333333333334,1,Thursday
01/01/2009,WN,45,OAK,ABQ,1.3666666666666667,1.1833333333333331,1,Thursday
01/01/2009,WN,2021,OAK,BUR,2.0,2.05,1,Thursday
01/01/2009,WN,2436,OAK,ONT,1.2666666666666666,1.25,1,Thursday
01/01/2009,WN,512,OMA,LAS,2.566666666666667,2.4833333333333334,1,Thursday
01/01/2009,WN,1053,OMA,MDW,1.3833333333333333,1.1833333333333331,1,Thursday
01/01/2009,WN,413,PHX,ABQ,1.3666666666666667,1.3666666666666667,1,Thursday
01/01/2009,WN,2952,PHX,MDW,1.2166666666666666,2.183333333333333,1,Thursday
01/01/2009,WN,1602,PHX,SAN,0.9166666666666666,1.0666666666666669,1,Thursday
01/01/2009,WN,3206,SAN,LAS,1.7833333333333334,1.55,1,Thursday
01/01/2009,WN,1602,SAN,SFO,1.5,1.4833333333333334,1,Thursday
01/01/2009,WN,2279,SAN,SJC,1.5833333333333333,1.3833333333333333,1,Thursday
01/01/2009,WN,1394,SEA,SJC,1.3,1.4333333333333331,1,Thursday
01/01/2009,WN,1941,SFO,LAX,1.5333333333333334,1.3,1,Thursday
01/01/2009,WN,1565,SFO,PHX,2.0166666666666666,1.8333333333333333,1,Thursday
01/01/2009,WN,3832,SFO,SAN,2.216666666666667,1.85,1,Thursday
01/01/2009,WN,1394,SJC,LAX,1.2833333333333334,1.35,1,Thursday
01/01/2009,WN,82,SLC,DEN,1.933333333333333,1.8333333333333333,1,Thursday
01/01/2009,WN,1701,STL,CMH,1.3166666666666669,1.1666666666666667,1,Thursday
01/01/2009,WN,3190,STL,DAL,1.75,1.6333333333333333,1,Thursday
01/01/2009,WN,24,STL,DTW,2.1666666666666665,2.1,1,Thursday
01/02/2009,WN,3173,ABQ,BWI,2.4166666666666665,2.3,1,Friday
01/02/2009,WN,173,ABQ,DAL,1.2166666666666666,1.1333333333333333,1,Friday
01/02/2009,WN,896,ABQ,DAL,1.933333333333333,1.9,1,Friday
01/02/2009,WN,1783,ABQ,MCI,1.5,1.4333333333333331,1,Friday
01/02/2009,WN,2547,ABQ,PHX,2.25,2.083333333333333,1,Friday
01/02/2009,WN,3102,AUS,LAX,2.1,1.9666666666666663,1,Friday
01/02/2009,WN,3971,BNA,PHL,1.3333333333333333,1.6166666666666667,1,Friday
01/02/2009,WN,1002,BNA,RDU,1.2166666666666666,1.1666666666666667,1,Friday
01/02/2009,WN,767,BNA,TPA,3.55,3.3833333333333333,1,Friday
01/02/2009,WN,1924,BOI,RNO,1.7833333333333334,1.9166666666666667,1,Friday
01/02/2009,WN,1863,BUR,LAS,2.833333333333333,3.1,1,Friday
01/02/2009,WN,2021,BUR,LAS,1.35,1.1166666666666667,1,Friday
01/02/2009,WN,3438,BUR,LAS,2.75,2.45,1,Friday
01/02/2009,WN,930,BUR,OAK,1.6333333333333333,1.3833333333333333,1,Friday
01/02/2009,WN,2307,BUR,OAK,1.0833333333333333,1.2333333333333334,1,Friday
01/02/2009,WN,2941,BUR,OAK,3.2,3.15,1,Friday
01/02/2009,WN,3658,BUR,OAK,1.4333333333333331,1.4166666666666667,1,Friday
01/02/2009,WN,267,BUR,PHX,1.2166666666666666,1.05,1,Friday
01/02/2009,WN,343,BUR,SJC,1.7166666666666666,1.9166666666666667,1,Friday
01/02/2009,WN,1483,BUR,SJC,1.2833333333333334,1.3333333333333333,1,Friday
01/02/2009,WN,858,BUR,SMF,2.8833333333333333,2.75,1,Friday
01/02/2009,WN,2371,BUR,SMF,2.283333333333333,2.283333333333333,1,Friday
01/02/2009,WN,1645,BWI,ISP,2.4166666666666665,2.25,1,Friday
01/02/2009,WN,3812,BWI,LIT,1.5666666666666669,1.4166666666666667,1,Friday
01/02/2009,WN,2723,BWI,MDW,1.2666666666666666,1.1833333333333331,1,Friday
01/02/2009,WN,3557,BWI,MDW,1.1333333333333333,1.1,1,Friday
01/02/2009,WN,375,BWI,ORF,1.3,1.15,1,Friday
01/02/2009,WN,25,BWI,PVD,2.9833333333333334,2.833333333333333,1,Friday
01/02/2009,WN,2248,CMH,MCO,2.1666666666666665,1.8166666666666669,1,Friday
01/02/2009,WN,1437,CMH,MDW,1.5166666666666666,1.6,1,Friday
01/02/2009,WN,896,DAL,BHM,2.05,2.1,1,Friday
01/02/2009,WN,24,DAL,STL,1.15,1.0166666666666666,1,Friday
01/02/2009,WN,2217,DEN,ABQ,1.5666666666666669,1.5333333333333334,1,Friday
01/02/2009,WN,2021,DEN,MCI,1.35,1.0833333333333333,1,Friday
01/02/2009,WN,3868,DEN,OAK,0.9666666666666668,1.2,1,Friday
01/02/2009,WN,1320,DEN,SFO,2.1666666666666665,2.283333333333333,1,Friday
01/02/2009,WN,1809,DEN,SFO,1.5166666666666666,1.8166666666666669,1,Friday
01/02/2009,WN,440,ELP,DAL,1.3166666666666669,1.1333333333333333,1,Friday
01/02/2009,WN,906,GEG,SLC,1.6,1.5333333333333334,1,Friday
01/02/2009,WN,375,ISP,BWI,0.9166666666666666,1.1833333333333331,1,Friday
01/02/2009,WN,1797,LAS,BUF,0.8166666666666667,1.1,1,Friday
01/02/2009,WN,1483,LAS,BUR,0.8833333333333333,1.1166666666666667,1,Friday
01/02/2009,WN,1768,LAS,BUR,2.4833333333333334,2.683333333333333,1,Friday
01/02/2009,WN,2307,LAS,BUR,1.05,1.1166666666666667,1,Friday
01/02/2009,WN,1863,LAS,CMH,3.3,3.1166666666666667,1,Friday
01/02/2009,WN,2021,LAS,DEN,1.25,1.2333333333333334,1,Friday
01/02/2009,WN,1236,LAS,ELP,1.8333333333333333,1.6166666666666667,1,Friday
01/02/2009,WN,2365,LAS,HOU,1.6833333333333331,1.7333333333333334,1,Friday
01/02/2009,WN,3206,LAS,IAD,1.1333333333333333,1.6166666666666667,1,Friday
01/02/2009,WN,2090,LAS,MCI,0.9166666666666666,1.0833333333333333,1,Friday
01/02/2009,WN,412,LAS,MDW,3.2333333333333334,2.8833333333333333,1,Friday
01/02/2009,WN,1143,LAS,MDW,1.2333333333333334,1.1666666666666667,1,Friday
01/02/2009,WN,888,LAS,MHT,2.4,2.55,1,Friday
01/02/2009,WN,3901,LAS,OMA,3.0166666666666666,3.0166666666666666,1,Friday
01/02/2009,WN,1539,LAS,PHL,2.55,2.65,1,Friday
01/02/2009,WN,1521,LAS,PIT,1.3333333333333333,1.6666666666666667,1,Friday
01/02/2009,WN,1406,LAS,RNO,1.4666666666666666,1.3666666666666667,1,Friday
01/02/2009,WN,580,LAS,SAN,1.1333333333333333,1.1666666666666667,1,Friday
01/02/2009,WN,587,LAS,SFO,1.3166666666666669,1.2833333333333334,1,Friday
01/02/2009,WN,2497,LAS,SFO,1.8833333333333333,2.35,1,Friday
01/02/2009,WN,2544,LAS,SFO,1.4166666666666667,1.35,1,Friday
01/02/2009,WN,3438,LAS,SLC,2.7,3.0,1,Friday
01/02/2009,WN,604,LAS,SNA,1.0833333333333333,1.2333333333333334,1,Friday
01/02/2009,WN,252,LAS,TPA,1.25,1.2666666666666666,1,Friday
01/02/2009,WN,896,LAX,ABQ,2.2,1.9833333333333327,1,Friday
01/02/2009,WN,1406,LAX,LAS,1.2666666666666666,1.4833333333333334,1,Friday
01/02/2009,WN,1539,LAX,LAS,2.4,2.3,1,Friday
01/02/2009,WN,2708,LAX,MCI,1.5,1.1833333333333331,1,Friday
01/02/2009,WN,810,LAX,MDW,1.7833333333333334,1.6,1,Friday
01/02/2009,WN,3102,LAX,OAK,2.05,1.9166666666666667,1,Friday
01/02/2009,WN,3547,LAX,OAK,2.216666666666667,2.2666666666666666,1,Friday
01/02/2009,WN,651,LAX,PHX,1.05,1.0333333333333334,1,Friday
01/02/2009,WN,1328,LAX,PHX,2.05,1.85,1,Friday
01/02/2009,WN,2967,LAX,PHX,1.3666666666666667,1.2333333333333334,1,Friday
01/02/2009,WN,3999,LAX,PHX,2.7666666666666666,2.6,1,Friday
01/02/2009,WN,139,LAX,SFO,1.7333333333333334,1.65,1,Friday
01/02/2009,WN,189,LAX,SFO,1.3333333333333333,1.2833333333333334,1,Friday
01/02/2009,WN,1437,LAX,SFO,2.1166666666666667,2.0,1,Friday
01/02/2009,WN,1599,LAX,SFO,1.05,1.1333333333333333,1,Friday
01/02/2009,WN,2358,LAX,SFO,1.9,1.7833333333333334,1,Friday
01/02/2009,WN,3480,LAX,SJC,1.2,1.15,1,Friday
01/02/2009,WN,1924,LAX,TUS,1.9833333333333327,1.8666666666666667,1,Friday
01/02/2009,WN,3812,LIT,DAL,1.4333333333333331,1.3833333333333333,1,Friday
01/02/2009,WN,2210,MCO,MDW,1.8666666666666667,1.7166666666666666,1,Friday
01/02/2009,WN,3516,MCO,MHT,1.1166666666666667,1.2166666666666666,1,Friday
01/02/2009,WN,1683,MDW,HOU,1.8333333333333333,1.4666666666666666,1,Friday
01/02/2009,WN,1437,MDW,LAX,1.9833333333333327,2.083333333333333,1,Friday
01/02/2009,WN,1287,MDW,PVD,2.3,2.05,1,Friday
01/02/2009,WN,3557,MDW,RNO,1.2833333333333334,1.5833333333333333,1,Friday
01/02/2009,WN,833,MDW,SFO,0.9,1.3666666666666667,1,Friday
01/02/2009,WN,417,MDW,SJC,0.7,1.1333333333333333,1,Friday
01/02/2009,WN,1002,OAK,BNA,1.3333333333333333,1.15,1,Friday
01/02/2009,WN,117,OAK,BUR,2.15,2.2,1,Friday
01/02/2009,WN,317,OAK,BUR,1.1,1.05,1,Friday
01/02/2009,WN,2021,OAK,BUR,0.6666666666666666,1.1833333333333331,1,Friday
01/02/2009,WN,2365,OAK,LAS,1.4,1.4,1,Friday
01/02/2009,WN,3901,OAK,LAS,3.1333333333333333,2.9833333333333334,1,Friday
01/02/2009,WN,2708,OAK,LAX,1.2166666666666666,1.4166666666666667,1,Friday
01/02/2009,WN,3999,OAK,LAX,2.816666666666667,2.816666666666667,1,Friday
01/02/2009,WN,808,OAK,ONT,1.3166666666666669,1.1833333333333331,1,Friday
01/02/2009,WN,1143,OAK,RNO,1.2666666666666666,1.1833333333333331,1,Friday
01/02/2009,WN,3898,OAK,SAN,1.2833333333333334,1.3,1,Friday
01/02/2009,WN,3610,OAK,SNA,1.25,1.2333333333333334,1,Friday
01/02/2009,WN,3901,OMA,STL,2.966666666666667,2.966666666666667,1,Friday
01/02/2009,WN,2689,ONT,OAK,1.1833333333333331,1.1333333333333333,1,Friday
01/02/2009,WN,25,ORF,BWI,3.15,3.066666666666667,1,Friday
01/02/2009,WN,1137,ORF,MDW,1.8333333333333333,1.8333333333333333,1,Friday
01/02/2009,WN,906,PDX,GEG,1.15,1.1,1,Friday
01/02/2009,WN,2708,PDX,OAK,1.3666666666666667,1.3833333333333333,1,Friday
01/02/2009,WN,2328,PDX,SMF,1.1166666666666667,1.15,1,Friday
01/02/2009,WN,587,PHL,LAS,1.1833333333333331,1.1666666666666667,1,Friday
01/02/2009,WN,3971,PHL,PVD,1.6166666666666667,1.5,1,Friday
01/02/2009,WN,3173,PHX,ABQ,2.283333333333333,2.45,1,Friday
01/02/2009,WN,3991,PHX,ABQ,2.35,2.333333333333333,1,Friday
01/02/2009,WN,2941,PHX,BUR,2.9166666666666665,2.95,1,Friday
01/02/2009,WN,3658,PHX,BUR,1.4,1.2,1,Friday
01/02/2009,WN,630,PHX,BWI,1.15,1.0166666666666666,1,Friday
01/02/2009,WN,440,PHX,ELP,1.45,1.25,1,Friday
01/02/2009,WN,3445,PHX,HOU,2.183333333333333,2.05,1,Friday
01/02/2009,WN,651,PHX,IND,1.2166666666666666,1.1,1,Friday
01/02/2009,WN,2324,PHX,LAS,0.8666666666666667,1.05,1,Friday
01/02/2009,WN,509,PHX,SFO,2.25,2.05,1,Friday
01/02/2009,WN,515,PHX,SFO,2.05,1.95,1,Friday
01/02/2009,WN,3217,PHX,SFO,2.5166666666666666,2.7,1,Friday
01/02/2009,WN,1328,PHX,SLC,1.9,1.7333333333333334,1,Friday
01/02/2009,WN,2967,PHX,TUL,1.3666666666666667,1.4,1,Friday
01/02/2009,WN,753,PVD,PHL,1.35,1.0333333333333334,1,Friday
01/02/2009,WN,1645,RDU,BWI,2.45,2.333333333333333,1,Friday
01/02/2009,WN,1143,RNO,LAS,1.3,1.2333333333333334,1,Friday
01/02/2009,WN,1924,RNO,LAX,1.9833333333333327,1.9833333333333327,1,Friday
01/02/2009,WN,3898,SAN,BWI,1.4666666666666666,1.2666666666666666,1,Friday
01/02/2009,WN,3206,SAN,LAS,1.0666666666666669,1.0666666666666669,1,Friday
01/02/2009,WN,3445,SAN,PHX,1.9,1.9166666666666667,1,Friday
01/02/2009,WN,600,SAN,SFO,2.566666666666667,2.6666666666666665,1,Friday
01/02/2009,WN,681,SAN,SFO,1.7666666666666666,1.9166666666666667,1,Friday
01/02/2009,WN,1357,SAN,SFO,2.6,2.433333333333333,1,Friday
01/02/2009,WN,2567,SAN,SFO,3.15,3.0,1,Friday
01/02/2009,WN,224,SAN,SJC,2.066666666666667,1.933333333333333,1,Friday
01/02/2009,WN,1783,SAN,TUS,1.7333333333333334,1.7,1,Friday
01/02/2009,WN,2978,SAN,TUS,1.35,1.25,1,Friday
01/02/2009,WN,3581,SEA,BOI,1.7833333333333334,1.6833333333333331,1,Friday
01/02/2009,WN,1578,SEA,MCI,1.5666666666666669,1.3166666666666669,1,Friday
01/02/2009,WN,3999,SEA,OAK,3.0166666666666666,2.9833333333333334,1,Friday
01/02/2009,WN,2003,SFO,DEN,1.2333333333333334,1.0333333333333334,1,Friday
01/02/2009,WN,412,SFO,LAS,2.8666666666666667,3.0,1,Friday
01/02/2009,WN,888,SFO,LAS,2.3666666666666667,2.316666666666667,1,Friday
01/02/2009,WN,2475,SFO,LAS,1.3166666666666669,1.1833333333333331,1,Friday
01/02/2009,WN,810,SFO,LAX,1.4833333333333334,1.7333333333333334,1,Friday
01/02/2009,WN,1328,SFO,LAX,2.066666666666667,1.9,1,Friday
01/02/2009,WN,1539,SFO,LAX,2.5166666666666666,2.333333333333333,1,Friday
01/02/2009,WN,3401,SFO,LAX,1.25,1.1666666666666667,1,Friday
01/02/2009,WN,3906,SFO,LAX,2.6666666666666665,2.566666666666667,1,Friday
01/02/2009,WN,1287,SFO,MDW,2.816666666666667,2.316666666666667,1,Friday
01/02/2009,WN,2369,SFO,MDW,2.1333333333333333,1.7666666666666666,1,Friday
01/02/2009,WN,440,SFO,PHX,1.75,1.4333333333333331,1,Friday
01/02/2009,WN,3991,SFO,PHX,2.65,2.35,1,Friday
01/02/2009,WN,1783,SFO,SAN,1.7666666666666666,1.6666666666666667,1,Friday
01/02/2009,WN,3445,SFO,SAN,2.183333333333333,2.033333333333333,1,Friday
01/02/2009,WN,3832,SFO,SAN,1.2,1.0166666666666666,1,Friday
01/02/2009,WN,267,SJC,BUR,1.3166666666666669,1.25,1,Friday
01/02/2009,WN,709,SJC,BUR,1.8166666666666669,1.7666666666666666,1,Friday
01/02/2009,WN,2224,SJC,BUR,1.5833333333333333,1.4833333333333334,1,Friday
01/02/2009,WN,343,SJC,PDX,1.933333333333333,1.6166666666666667,1,Friday
01/02/2009,WN,3412,SJC,SEA,1.8166666666666669,1.75,1,Friday
01/02/2009,WN,3935,SLC,BOI,0.6,1.1333333333333333,1,Friday
01/02/2009,WN,1778,SLC,DEN,0.7666666666666667,1.3666666666666667,1,Friday
01/02/2009,WN,2217,SLC,DEN,0.6166666666666667,1.55,1,Friday
01/02/2009,WN,1236,SLC,LAS,0.85,1.65,1,Friday
01/02/2009,WN,268,SLC,LAX,1.3166666666666669,1.85,1,Friday
01/02/2009,WN,2048,SLC,LAX,0.9333333333333332,1.0166666666666666,1,Friday
01/02/2009,WN,3303,SLC,LAX,1.35,1.2333333333333334,1,Friday
01/02/2009,WN,906,SLC,MDW,1.7333333333333334,1.5166666666666666,1,Friday
01/02/2009,WN,156,SLC,PHX,1.2166666666666666,1.35,1,Friday
01/02/2009,WN,1240,SLC,PHX,1.4833333333333334,2.1166666666666667,1,Friday
01/02/2009,WN,577,SLC,SEA,0.6166666666666667,1.3166666666666669,1,Friday
01/02/2009,WN,3438,SLC,SEA,3.05,2.9,1,Friday
01/02/2009,WN,1328,SLC,STL,2.15,2.8666666666666667,1,Friday
01/02/2009,WN,896,SMF,LAX,2.216666666666667,2.2,1,Friday
01/02/2009,WN,1680,SMF,SAN,2.216666666666667,2.25,1,Friday
01/02/2009,WN,2328,SMF,SAN,1.1,1.0333333333333334,1,Friday
01/02/2009,WN,1386,SMF,SNA,2.65,2.583333333333333,1,Friday
01/02/2009,WN,1732,SMF,SNA,2.6,2.5166666666666666,1,Friday
01/02/2009,WN,321,SNA,LAS,1.2333333333333334,1.1833333333333331,1,Friday
01/02/2009,WN,1143,SNA,OAK,1.3,1.2166666666666666,1,Friday
01/02/2009,WN,1592,SNA,SMF,2.533333333333333,2.4833333333333334,1,Friday
01/02/2009,WN,1814,SNA,SMF,2.6333333333333333,2.6166666666666667,1,Friday
01/02/2009,WN,3901,STL,DAL,2.8666666666666667,2.716666666666667,1,Friday
01/02/2009,WN,252,TPA,FLL,1.1833333333333331,1.15,1,Friday
01/02/2009,WN,1783,TUS,ABQ,1.6,1.5666666666666669,1,Friday
01/02/2009,WN,3547,TUS,LAX,2.25,2.2666666666666666,1,Friday
01/02/2009,WN,2628,TUS,SAN,1.35,1.2833333333333334,1,Friday
01/03/2009,WN,634,ALB,LAS,1.0833333333333333,1.3833333333333333,1,Saturday
01/03/2009,WN,3124,AUS,LAS,2.3833333333333333,2.6,1,Saturday
01/03/2009,WN,3212,AUS,MAF,1.3666666666666667,1.3166666666666669,1,Saturday
01/03/2009,WN,79,BHM,BWI,4.55,4.633333333333334,1,Saturday
01/03/2009,WN,1689,BHM,BWI,2.4166666666666665,2.216666666666667,1,Saturday
01/03/2009,WN,3802,BHM,HOU,2.7333333333333334,2.583333333333333,1,Saturday
01/03/2009,WN,3663,BHM,MSY,1.1166666666666667,1.1166666666666667,1,Saturday
01/03/2009,WN,936,BHM,SDF,5.333333333333333,5.216666666666667,1,Saturday
01/03/2009,WN,2223,BNA,CMH,1.6,1.4333333333333331,1,Saturday
01/03/2009,WN,1303,BNA,DTW,2.65,2.533333333333333,1,Saturday
01/03/2009,WN,2053,BNA,MCI,1.05,1.1166666666666667,1,Saturday
01/03/2009,WN,150,BNA,MDW,1.4666666666666666,1.3333333333333333,1,Saturday
01/03/2009,WN,194,BNA,MSY,2.433333333333333,2.716666666666667,1,Saturday
01/03/2009,WN,877,BNA,RDU,3.1166666666666667,3.083333333333333,1,Saturday
01/03/2009,WN,150,BOI,PDX,1.2333333333333334,1.2333333333333334,1,Saturday
01/03/2009,WN,2499,BUR,LAS,1.5166666666666666,1.3666666666666667,1,Saturday
01/03/2009,WN,3212,BWI,AUS,1.45,1.35,1,Saturday
01/03/2009,WN,2053,BWI,BNA,1.1666666666666667,1.0333333333333334,1,Saturday
01/03/2009,WN,3637,BWI,MCI,1.6,1.3,1,Saturday
01/03/2009,WN,308,BWI,SDF,1.1333333333333333,1.0166666666666666,1,Saturday
01/03/2009,WN,1197,CLE,MDW,1.0333333333333334,1.05,1,Saturday
01/03/2009,WN,3137,CMH,STL,1.2166666666666666,1.1666666666666667,1,Saturday
01/03/2009,WN,3124,DAL,AUS,2.55,2.4833333333333334,1,Saturday
01/03/2009,WN,507,DAL,LIT,1.0833333333333333,1.0333333333333334,1,Saturday
01/03/2009,WN,1879,DAL,LIT,1.8166666666666669,1.7166666666666666,1,Saturday
01/03/2009,WN,588,DAL,MSY,0.4,2.3666666666666667,1,Saturday
01/03/2009,WN,1330,DAL,MSY,1.2833333333333334,1.35,1,Saturday
01/03/2009,WN,1320,DAL,SAT,1.7833333333333334,1.7333333333333334,1,Saturday
01/03/2009,WN,1747,DAL,SAT,1.0333333333333334,1.1,1,Saturday
01/03/2009,WN,1096,DEN,ABQ,2.033333333333333,2.1333333333333333,1,Saturday
01/03/2009,WN,2119,DEN,PHX,0.9333333333333332,1.3666666666666667,1,Saturday
01/03/2009,WN,2509,DEN,RDU,0.6666666666666666,1.0333333333333334,1,Saturday
01/03/2009,WN,1320,DEN,SFO,1.6666666666666667,1.3333333333333333,1,Saturday
01/03/2009,WN,3271,DEN,SLC,1.6833333333333331,2.0,1,Saturday
01/03/2009,WN,507,FLL,HOU,0.7166666666666667,1.0833333333333333,1,Saturday
01/03/2009,WN,1689,HOU,BHM,1.9666666666666663,2.333333333333333,1,Saturday
01/03/2009,WN,877,HOU,BNA,2.933333333333333,2.9833333333333334,1,Saturday
01/03/2009,WN,507,HOU,DAL,1.15,1.05,1,Saturday
01/03/2009,WN,1156,HOU,MAF,3.2666666666666666,3.2333333333333334,1,Saturday
01/03/2009,WN,1837,HOU,MSY,0.016666666666666666,2.283333333333333,1,Saturday
01/03/2009,WN,150,JAX,BNA,1.1,1.2666666666666666,1,Saturday
01/03/2009,WN,34,JAX,HOU,1.05,1.0333333333333334,1,Saturday
01/03/2009,WN,2394,LAS,BNA,2.15,2.066666666666667,1,Saturday
01/03/2009,WN,634,LAS,BUR,1.6666666666666667,1.55,1,Saturday
01/03/2009,WN,1882,LAS,GEG,1.8833333333333333,1.7333333333333334,1,Saturday
01/03/2009,WN,1879,LAS,LAX,2.1166666666666667,1.933333333333333,1,Saturday
01/03/2009,WN,3738,LAS,LAX,1.1833333333333331,1.0333333333333334,1,Saturday
01/03/2009,WN,3124,LAS,OAK,2.75,2.6,1,Saturday
01/03/2009,WN,1274,LAS,PHX,1.3333333333333333,1.3666666666666667,1,Saturday
01/03/2009,WN,3442,LAS,SJC,1.1166666666666667,1.0166666666666666,1,Saturday
01/03/2009,WN,67,LAS,SMF,1.4166666666666667,1.3666666666666667,1,Saturday
01/03/2009,WN,2582,LAS,TUL,2.066666666666667,1.8333333333333333,1,Saturday
01/03/2009,WN,2262,LAS,TUS,2.1333333333333333,2.0,1,Saturday
01/03/2009,WN,2561,LAX,MDW,1.65,1.1666666666666667,1,Saturday
01/03/2009,WN,1747,LAX,OAK,1.2833333333333334,1.2166666666666666,1,Saturday
01/03/2009,WN,2967,LAX,PHX,2.083333333333333,2.0,1,Saturday
01/03/2009,WN,1879,LIT,LAS,1.8166666666666669,1.9833333333333327,1,Saturday
01/03/2009,WN,1962,MCI,BWI,1.1666666666666667,1.0833333333333333,1,Saturday
01/03/2009,WN,2053,MCI,LAS,1.1833333333333331,1.6833333333333331,1,Saturday
01/03/2009,WN,3637,MCI,OAK,1.5166666666666666,1.1,1,Saturday
01/03/2009,WN,3663,MCO,BHM,0.8166666666666667,1.1333333333333333,1,Saturday
01/03/2009,WN,670,MCO,MSY,0.05,2.3,1,Saturday
01/03/2009,WN,3543,MDW,AUS,1.3333333333333333,1.1666666666666667,1,Saturday
01/03/2009,WN,2098,MDW,BWI,1.3333333333333333,1.2166666666666666,1,Saturday
01/03/2009,WN,3213,MDW,DEN,1.1333333333333333,1.1333333333333333,1,Saturday
01/03/2009,WN,998,MDW,ISP,1.6166666666666667,1.5,1,Saturday
01/03/2009,WN,3958,MDW,PHX,1.5,1.7166666666666666,1,Saturday
01/03/2009,WN,308,MDW,SFO,1.4166666666666667,1.1333333333333333,1,Saturday
01/03/2009,WN,150,MDW,SLC,1.2833333333333334,1.2666666666666666,1,Saturday
01/03/2009,WN,1197,MDW,STL,1.2833333333333334,1.2333333333333334,1,Saturday
01/03/2009,WN,1252,MDW,TUS,1.7666666666666666,1.8833333333333333,1,Saturday
01/03/2009,WN,1156,MSY,HOU,3.2,3.216666666666667,1,Saturday
01/03/2009,WN,3843,MSY,HOU,3.1,3.15,1,Saturday
01/03/2009,WN,588,MSY,MCO,2.55,2.316666666666667,1,Saturday
01/03/2009,WN,1330,MSY,TPA,5.6,5.45,1,Saturday
01/03/2009,WN,1962,OAK,MCI,1.25,1.0833333333333333,1,Saturday
01/03/2009,WN,3137,OAK,SEA,1.3833333333333333,1.2166666666666666,1,Saturday
01/03/2009,WN,2094,ONT,SJC,2.4,2.25,1,Saturday
01/03/2009,WN,3824,ONT,SJC,1.6333333333333333,1.4333333333333331,1,Saturday
01/03/2009,WN,1882,PHX,LAS,1.933333333333333,1.9166666666666667,1,Saturday
01/03/2009,WN,3137,PHX,OAK,1.3666666666666667,1.25,1,Saturday
01/03/2009,WN,2705,RNO,SAN,1.5166666666666666,1.4333333333333331,1,Saturday
01/03/2009,WN,2683,SAN,LAS,1.5,1.2666666666666666,1,Saturday
01/03/2009,WN,1055,SAN,OAK,1.1166666666666667,1.0166666666666666,1,Saturday
01/03/2009,WN,1320,SAT,DEN,1.7333333333333334,1.5666666666666669,1,Saturday
01/03/2009,WN,3738,SAT,LAS,0.9833333333333332,1.0333333333333334,1,Saturday
01/03/2009,WN,1747,SAT,LAX,1.2,1.15,1,Saturday
01/03/2009,WN,3802,SDF,BHM,2.7666666666666666,2.6333333333333333,1,Saturday
01/03/2009,WN,936,SDF,BWI,5.133333333333334,4.966666666666667,1,Saturday
01/03/2009,WN,308,SDF,MDW,1.25,1.2,1,Saturday
01/03/2009,WN,2698,SEA,DEN,1.9666666666666663,1.95,1,Saturday
01/03/2009,WN,2262,SJC,LAS,2.2333333333333334,2.05,1,Saturday
01/03/2009,WN,1674,SJC,PHX,3.2,3.05,1,Saturday
01/03/2009,WN,3824,SJC,RNO,1.35,1.2666666666666666,1,Saturday
01/03/2009,WN,150,SLC,BOI,1.2166666666666666,1.2,1,Saturday
01/03/2009,WN,1096,SLC,DEN,2.283333333333333,2.1166666666666667,1,Saturday
01/03/2009,WN,3495,STL,CLE,1.1666666666666667,1.0666666666666669,1,Saturday
